county,precinct,office,district,party,candidate,vos
Buchanan,16- AGENCY,President,,DEM,STEVE BURKE,0
Buchanan,16- AGENCY,President,,DEM,ROBBY WELLS,0
Buchanan,16- AGENCY,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,16- AGENCY,President,,DEM,Uncommitted,0
Buchanan,16- AGENCY,President,,REP,DONALD J TRUMP,90
Buchanan,16- AGENCY,President,,REP,BOB ELY,0
Buchanan,16- AGENCY,President,,REP,BILL WELD,0
Buchanan,16- AGENCY,President,,REP,JOE WALSH,0
Buchanan,16- AGENCY,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,16- AGENCY,President,,REP,Uncommitted,0
Buchanan,17- DEKALB,Registered Voters,,,,671
Buchanan,17- DEKALB,Ballots Cast,,DEM,,63
Buchanan,17- DEKALB,Ballots Cast,,REP,,52
Buchanan,17- DEKALB,President,,DEM,AMY KLOBUCHAR,0
Buchanan,17- DEKALB,President,,DEM,TOM STEYER,0
Buchanan,17- DEKALB,President,,DEM,TULSI GABBARD,0
Buchanan,17- DEKALB,President,,DEM,LEONARD J. STEINMAN II,0
Buchanan,17- DEKALB,President,,DEM,CORY BOOKER,1
Buchanan,17- DEKALB,President,,DEM,JOSEPH R. BIDEN,34
Buchanan,17- DEKALB,President,,DEM,ELIZABETH WARREN,0
Buchanan,17- DEKALB,President,,DEM,PETE BUTTIGIEG,1
Buchanan,17- DEKALB,President,,DEM,BERNIE SANDERS,27
Buchanan,17- DEKALB,President,,DEM,VELMA STEINMAN,0
Buchanan,17- DEKALB,President,,DEM,HENRY HEWES,0
Buchanan,17- DEKALB,President,,DEM,ANDREW YANG,0
Buchanan,17- DEKALB,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,17- DEKALB,President,,DEM,JOHN K. DELANEY,0
Buchanan,17- DEKALB,President,,DEM,JULIAN CASTRO,0
Buchanan,17- DEKALB,President,,DEM,DEVAL PATRICK,0
Buchanan,17- DEKALB,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,17- DEKALB,President,,DEM,MICHAEL BENNET,0
Buchanan,17- DEKALB,President,,DEM,MICHAEL R. BLOOMBERG,0
Buchanan,17- DEKALB,President,,DEM,STEVE BURKE,0
Buchanan,17- DEKALB,President,,DEM,ROBBY WELLS,0
Buchanan,17- DEKALB,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,17- DEKALB,President,,DEM,Uncommitted,0
Buchanan,17- DEKALB,President,,REP,DONALD J TRUMP,51
Buchanan,17- DEKALB,President,,REP,BOB ELY,0
Buchanan,17- DEKALB,President,,REP,BILL WELD,0
Buchanan,17- DEKALB,President,,REP,JOE WALSH,0
Buchanan,17- DEKALB,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,17- DEKALB,President,,REP,Uncommitted,1
Buchanan,18-WILLOWBROOK,Registered Voters,,,,1312
Buchanan,18-WILLOWBROOK,Ballots Cast,,DEM,,126
Buchanan,18-WILLOWBROOK,Ballots Cast,,REP,,109
Buchanan,18-WILLOWBROOK,President,,LIB,uncommitted,1
Buchanan,18-WILLOWBROOK,President,,DEM,AMY KLOBUCHAR,0
Buchanan,18-WILLOWBROOK,President,,DEM,TOM STEYER,0
Buchanan,18-WILLOWBROOK,President,,DEM,TULSI GABBARD,3
Buchanan,18-WILLOWBROOK,President,,DEM,LEONARD J. STEINMAN ll,0
Buchanan,18-WILLOWBROOK,President,,DEM,CORY BOOKER,0
Buchanan,18-WILLOWBROOK,President,,DEM,JOSEPH R. BIDEN,72
Buchanan,18-WILLOWBROOK,President,,DEM,ELIZABETH WARREN,1
Buchanan,18-WILLOWBROOK,President,,DEM,PETE BUTTIGIEG,0
Buchanan,18-WILLOWBROOK,President,,DEM,BERNIE SANDERS,47
Buchanan,18-WILLOWBROOK,President,,DEM,VELMA STEINMAN,0
Buchanan,18-WILLOWBROOK,President,,DEM,HENRY HEWES,0
Buchanan,18-WILLOWBROOK,President,,DEM,ANDREW YANG,0
Buchanan,18-WILLOWBROOK,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,18-WILLOWBROOK,President,,DEM,JOHN K. DELANEY,0
Buchanan,18-WILLOWBROOK,President,,DEM,JULIAN CASTRO,0
Buchanan,18-WILLOWBROOK,President,,DEM,DEVAL PATRICK,0
Buchanan,18-WILLOWBROOK,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,18-WILLOWBROOK,President,,DEM,MICHAEL BENNET,0
Buchanan,18-WILLOWBROOK,President,,DEM,MICHAEL R. BLOOMBERG,2
Buchanan,18-WILLOWBROOK,President,,DEM,STEVE BURKE,0
Buchanan,18-WILLOWBROOK,President,,DEM,ROBBY WELLS,0
Buchanan,18-WILLOWBROOK,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,18-WILLOWBROOK,President,,DEM,Uncommitted,1
Buchanan,18-WILLOWBROOK,President,,REP,DONALD J TRUMP,106
Buchanan,18-WILLOWBROOK,President,,REP,BOB ELY,1
Buchanan,18-WILLOWBROOK,President,,REP,BILL WELD,0
Buchanan,18-WILLOWBROOK,President,,REP,JOE WALSH,1
Buchanan,18-WILLOWBROOK,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,18-WILLOWBROOK,President,,REP,Uncommitted,1
Buchanan,19- FAUCETT,Registered Voters,,,,1055
Buchanan,19- FAUCETT,Ballots Cast,,DEM,,122
Buchanan,19- FAUCETT,Ballots Cast,,REP,,83
Buchanan,19- FAUCETT,President,,DEM,AMY KLOBUCHAR,2
Buchanan,19- FAUCETT,President,,DEM,TOM STEYER,2
Buchanan,19- FAUCETT,President,,DEM,TULSI GABBARD,1
Buchanan,19- FAUCETT,President,,DEM,LEONARD J. STEINMAN II,0
Buchanan,19- FAUCETT,President,,DEM,CORY BOOKER,0
Buchanan,19- FAUCETT,President,,DEM,JOSEPH R. BIDEN,69
Buchanan,19- FAUCETT,President,,DEM,ELIZABETH WARREN,1
Buchanan,19- FAUCETT,President,,DEM,PETE BUTTIGIEG,0
Buchanan,19- FAUCETT,President,,DEM,BERNIE SANDERS,42
Buchanan,19- FAUCETT,President,,DEM,VELMA STEINMAN,0
Buchanan,19- FAUCETT,President,,DEM,HENRY HEWES,0
Buchanan,19- FAUCETT,President,,DEM,ANDREW YANG,2
Buchanan,19- FAUCETT,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,19- FAUCETT,President,,DEM,JOHN K. DELANEY,0
Buchanan,19- FAUCETT,President,,DEM,JULIAN CASTRO,0
Buchanan,19- FAUCETT,President,,DEM,DEVAL PATRICK,0
Buchanan,19- FAUCETT,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,19- FAUCETT,President,,DEM,MICHAEL BENNET,0
Buchanan,19- FAUCETT,President,,DEM,MICHAEL R. BLOOMBERG,2
Buchanan,19- FAUCETT,President,,DEM,STEVE BURKE,0
Buchanan,19- FAUCETT,President,,DEM,ROBBY WELLS,0
Buchanan,19- FAUCETT,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,19- FAUCETT,President,,DEM,Uncommitted,1
Buchanan,19- FAUCETT,President,,REP,DONALD J TRUMP,83
Buchanan,19- FAUCETT,President,,REP,BOB ELY,0
Buchanan,19- FAUCETT,President,,REP,BILL WELD,0
Buchanan,19- FAUCETT,President,,REP,JOE WALSH,0
Buchanan,19- FAUCETT,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,19- FAUCETT,President,,REP,Uncommitted,0
Buchanan,20- ST JOSEPH CATHOLIC,Registered Voters,,,,383
Buchanan,20- ST JOSEPH CATHOLIC,Ballots Cast,,DEM,,44
Buchanan,20- ST JOSEPH CATHOLIC,Ballots Cast,,REP,,28
Buchanan,20- ST JOSEPH CATHOLIC,President,,LIB,Jacob Hornberger,1
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,AMY KLOBUCHAR,1
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,TOM STEYER,1
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,TULSI GABBARD,2
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,LEONARD J. STEINMAN II,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,CORY BOOKER,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,JOSEPH R. BIDEN,78
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,ELIZABETH WARREN,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,PETE BUTTIG1EG,1
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,BERNIE SANDERS,8
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,VELMA STEINMAN,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,HENRY HEWES,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,ANDREW YANG,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,JOHN K. DELANEY,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,JULIAN CASTRO,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,DEVAL PATRICK,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,MICHAEL BENNET,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,MICHAEL R. BLOOMBERG,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,STEVE BURKE,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,ROBBY WELLS,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,DEM,Uncommitted,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,REP,DONALD J TRUMP,72
Buchanan,20- ST JOSEPH CATHOLIC,President,,REP,BOB ELY,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,REP,BILL WELD,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,REP,JOE WALSH,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,20- ST JOSEPH CATHOLIC,President,,REP,Uncommitted,1
Buchanan,21- FRAZIER,Registered Voters,,,,889
Buchanan,21- FRAZIER,Ballots Cast,,DEM,,91
Buchanan,21- FRAZIER,Ballots Cast,,REP,,73
Buchanan,21- FRAZIER,President,,DEM,AMY KLOBUCHAR,1
Buchanan,21- FRAZIER,President,,DEM,TOM STEYER,1
Buchanan,21- FRAZIER,President,,DEM,TULSI GABBARD,2
Buchanan,21- FRAZIER,President,,DEM,LEONARD J. STEINMAN II,0
Buchanan,21- FRAZIER,President,,DEM,CORY BOOKER,0
Buchanan,21- FRAZIER,President,,DEM,JOSEPH R. BIDEN,78
Buchanan,21- FRAZIER,President,,DEM,ELIZABETH WARREN,0
Buchanan,21- FRAZIER,President,,DEM,PETE BUTTIGIEG,1
Buchanan,21- FRAZIER,President,,DEM,BERNIE SANDERS,8
Buchanan,21- FRAZIER,President,,DEM,VELMA STEINMAN,0
Buchanan,21- FRAZIER,President,,DEM,HENRY HEWES,0
Buchanan,21- FRAZIER,President,,DEM,ANDREW YANG,0
Buchanan,21- FRAZIER,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,21- FRAZIER,President,,DEM,JOHN K. DELANEY,0
Buchanan,21- FRAZIER,President,,DEM,JULIAN CASTRO,0
Buchanan,21- FRAZIER,President,,DEM,DEVAL PATRICK,0
Buchanan,21- FRAZIER,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,21- FRAZIER,President,,DEM,MICHAEL BENNET,0
Buchanan,21- FRAZIER,President,,DEM,MICHAEL R. BLOOMBERG,0
Buchanan,21- FRAZIER,President,,DEM,STEVE BURKE,0
Buchanan,21- FRAZIER,President,,DEM,ROBBY WELLS,0
Buchanan,21- FRAZIER,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,21- FRAZIER,President,,DEM,Uncommitted,0
Buchanan,21- FRAZIER,President,,REP,DONALD J TRUMP,72
Buchanan,21- FRAZIER,President,,REP,BOB ELY,0
Buchanan,21- FRAZIER,President,,REP,BILL WELD,0
Buchanan,21- FRAZIER,President,,REP,JOE WALSH,0
Buchanan,21- FRAZIER,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,21- FRAZIER,President,,REP,Uncommitted,1
Buchanan,22- RUSHVILLE,Registered Voters,,,,642
Buchanan,22- RUSHVILLE,Ballots Cast,,DEM,,65
Buchanan,22- RUSHVILLE,Ballots Cast,,REP,,58
Buchanan,22- RUSHVILLE,President,,DEM,AMY KLOBUCHAR,0
Buchanan,22- RUSHVILLE,President,,DEM,TOM STEYER,0
Buchanan,22- RUSHVILLE,President,,DEM,TULSI GABBARD,0
Buchanan,22- RUSHVILLE,President,,DEM,LEONARD J. STEINMAN II,0
Buchanan,22- RUSHVILLE,President,,DEM,CORY BOOKER,0
Buchanan,22- RUSHVILLE,President,,DEM,JOSEPH R. BIDEN,40
Buchanan,22- RUSHVILLE,President,,DEM,ELIZABETH WARREN,0
Buchanan,22- RUSHVILLE,President,,DEM,PETE BUTTIGIEG,0
Buchanan,22- RUSHVILLE,President,,DEM,BERNIE SANDERS,25
Buchanan,22- RUSHVILLE,President,,DEM,VELMA STEINMAN,0
Buchanan,22- RUSHVILLE,President,,DEM,HENRY HEWES,0
Buchanan,22- RUSHVILLE,President,,DEM,ANDREW YANG,0
Buchanan,22- RUSHVILLE,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,22- RUSHVILLE,President,,DEM,JOHN K. DELANEY,0
Buchanan,22- RUSHVILLE,President,,DEM,JULIAN CASTRO,0
Buchanan,22- RUSHVILLE,President,,DEM,DEVAL PATRICK,0
Buchanan,22- RUSHVILLE,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,22- RUSHVILLE,President,,DEM,MICHAEL BENNET,0
Buchanan,22- RUSHVILLE,President,,DEM,MICHAEL R. BLOOMBERG,0
Buchanan,22- RUSHVILLE,President,,DEM,STEVE BURKE,0
Buchanan,22- RUSHVILLE,President,,DEM,ROBBY WELLS,0
Buchanan,22- RUSHVILLE,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,22- RUSHVILLE,President,,DEM,Uncommitted,0
Buchanan,22- RUSHVILLE,President,,REP,DONALD J TRUMP,57
Buchanan,22- RUSHVILLE,President,,REP,BOB ELY,0
Buchanan,22- RUSHVILLE,President,,REP,BILL WELD,0
Buchanan,22- RUSHVILLE,President,,REP,JOE WALSH,0
Buchanan,22- RUSHVILLE,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,22- RUSHVILLE,President,,REP,Uncommitted,1
Buchanan,23- GRACE,Registered Voters,,,,1020
Buchanan,23- GRACE,Ballots Cast,,DEM,,132
Buchanan,23- GRACE,Ballots Cast,,REP,,99
Buchanan,23- GRACE,President,,DEM,AMY KLOBUCHAR,0
Buchanan,23- GRACE,President,,DEM,TOM STEYER,0
Buchanan,23- GRACE,President,,DEM,TULSI GABBARD,2
Buchanan,23- GRACE,President,,DEM,LEONARD J. STEINMAN II,0
Buchanan,23- GRACE,President,,DEM,CORY BOOKER,0
Buchanan,23- GRACE,President,,DEM,JOSEPH R. BIDEN,89
Buchanan,23- GRACE,President,,DEM,ELIZABETH WARREN,0
Buchanan,23- GRACE,President,,DEM,PETE BUTTIGIEG,1
Buchanan,23- GRACE,President,,DEM,BERNIE SANDERS,39
Buchanan,23- GRACE,President,,DEM,VELMA STEINMAN,0
Buchanan,23- GRACE,President,,DEM,HENRY HEWES,0
Buchanan,23- GRACE,President,,DEM,ANDREW YANG,0
Buchanan,23- GRACE,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,23- GRACE,President,,DEM,JOHN K. DELANEY,0
Buchanan,23- GRACE,President,,DEM,JULIAN CASTRO,0
Buchanan,23- GRACE,President,,DEM,DEVAL PATRICK,0
Buchanan,23- GRACE,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,23- GRACE,President,,DEM,MICHAEL BENNET,0
Buchanan,23- GRACE,President,,DEM,MICHAEL R. BLOOMBERG,1
Buchanan,23- GRACE,President,,DEM,STEVE BURKE,0
Buchanan,23- GRACE,President,,DEM,ROBBY WELLS,0
Buchanan,23- GRACE,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,23- GRACE,President,,DEM,Uncommitted,0
Buchanan,23- GRACE,President,,REP,DONALD J TRUMP,96
Buchanan,23- GRACE,President,,REP,BOB ELY,0
Buchanan,23- GRACE,President,,REP,BILL WELD,1
Buchanan,23- GRACE,President,,REP,JOE WALSH,1
Buchanan,23- GRACE,President,,REP,MATTHEW JOHN MATERN,0
Buchanan,23- GRACE,President,,REP,Uncommitted,1
Buchanan,ABSENTEE,Ballots Cast,,DEM,,514
Buchanan,ABSENTEE,Ballots Cast,,REP,,335
Buchanan,ABSENTEE,President,,CON,uncommitted,2
Buchanan,ABSENTEE,President,,GRN,Howie Hawkins,1
Buchanan,ABSENTEE,President,,GRN,David Rolde,1
Buchanan,ABSENTEE,President,,LIB,uncommitted,2
Buchanan,ABSENTEE,President,,DEM,AMY KLOBUCHAR,16
Buchanan,ABSENTEE,President,,DEM,TOM STEYER,9
Buchanan,ABSENTEE,President,,DEM,TULSI GABBARD,2
Buchanan,ABSENTEE,President,,DEM,LEONARD J. STEINMAN II,1
Buchanan,ABSENTEE,President,,DEM,CORY BOOKER,1
Buchanan,ABSENTEE,President,,DEM,JOSEPH R. BIDEN,241
Buchanan,ABSENTEE,President,,DEM,ELIZABETH WARREN,40
Buchanan,ABSENTEE,President,,DEM,PETE BUTTIGIEG,39
Buchanan,ABSENTEE,President,,DEM,BERNIE SANDERS,64
Buchanan,ABSENTEE,President,,DEM,VELMA STEINMAN,2
Buchanan,ABSENTEE,President,,DEM,HENRY HEWES,0
Buchanan,ABSENTEE,President,,DEM,ANDREW YANG,4
Buchanan,ABSENTEE,President,,DEM,ROQUE DE LA FUENTE,0
Buchanan,ABSENTEE,President,,DEM,JOHN K. DELANEY,0
Buchanan,ABSENTEE,President,,DEM,JULIAN CASTRO,2
Buchanan,ABSENTEE,President,,DEM,DEVAL PATRICK,0
Buchanan,ABSENTEE,President,,DEM,MARIANNE WILLIAMSON,0
Buchanan,ABSENTEE,President,,DEM,MICHAEL BENNET,1
Buchanan,ABSENTEE,President,,DEM,MICHAEL R. BLOOMBERG,64
Buchanan,ABSENTEE,President,,DEM,STEVE BURKE,0
Buchanan,ABSENTEE,President,,DEM,ROBBY WELLS,1
Buchanan,ABSENTEE,President,,DEM,WILLIAM C. (BILL) HAAS,0
Buchanan,ABSENTEE,President,,DEM,Uncommitted,25
Buchanan,ABSENTEE,President,,REP,DONALD J TRUMP,304
Buchanan,ABSENTEE,President,,REP,BOB ELY,0
Buchanan,ABSENTEE,President,,REP,BILL WELD,2
Buchanan,ABSENTEE,President,,REP,JOE WALSH,3
Buchanan,ABSENTEE,President,,REP,MATTHEW JOHN MATERN,4
Buchanan,ABSENTEE,President,,REP,Uncommitted,22